ComplexName,Sysname,Stdname
Pho85p/Pcl1p complex,YNL289W,PCL1
Pho85p/Pcl10p complex,YPL031C,PHO85
Pho85p/Pcl10p complex,YGL134W,PCL10
putative Pcl8-Pho85 CDK-cyclin complex,YPL031C,PHO85
putative Pcl8-Pho85 CDK-cyclin complex,YPL219W,PCL8
Pcl7-Pho85 CDK-cyclin complex,YPL031C,PHO85
Pcl7-Pho85 CDK-cyclin complex,YIL050W,PCL7
transcription factor TFIIIB complex (GO),YER148W,SPT15
transcription factor TFIIIB complex (GO),YNL039W,BDP1
transcription factor TFIIIB complex (GO),YGR246C,BRF1
Mot1p complex,YER148W,SPT15
Mot1p complex,YPL082C,MOT1
Met4p/Met28p/Met32p complex,YNL103W,MET4
Met4p/Met28p/Met32p complex,YIR017C,MET28
Met4p/Met28p/Met32p complex,YDR253C,MET32
Cbf1p/Met4p/Met28p complex,YNL103W,MET4
Cbf1p/Met4p/Met28p complex,YIR017C,MET28
Cbf1p/Met4p/Met28p complex,YJR060W,CBF1
Met4p/Met28p/Met31p complex,YNL103W,MET4
Met4p/Met28p/Met31p complex,YIR017C,MET28
Met4p/Met28p/Met31p complex,YPL038W,MET31
putative Yhr131c-Rsp5 complex,YER125W,RSP5
putative Yhr131c-Rsp5 complex,YHR131C,0
Rsp5-Ubp2-Rup1 deubiquitinating enzyme complex,YER125W,RSP5
Rsp5-Ubp2-Rup1 deubiquitinating enzyme complex,YOR138C,RUP1
Rsp5-Ubp2-Rup1 deubiquitinating enzyme complex,YOR124C,UBP2
putative Cwc2-Spp382-Ntr2 complex,YLR424W,SPP382
putative Cwc2-Spp382-Ntr2 complex,YKR022C,NTR2
putative Cwc2-Spp382-Ntr2 complex,YDL209C,CWC2
Ntr1p/Ntr2p/Prp43p complex,YLR424W,SPP382
Ntr1p/Ntr2p/Prp43p complex,YKR022C,NTR2
Ntr1p/Ntr2p/Prp43p complex,YGL120C,PRP43
putative Abp1-Crn1 complex,YLR429W,CRN1
putative Abp1-Crn1 complex,YCR088W,ABP1
putative Crn1-Inp52-Bsp1 complex,YLR429W,CRN1
putative Crn1-Inp52-Bsp1 complex,YPR171W,BSP1
putative Crn1-Inp52-Bsp1 complex,YNL106C,INP52
Sin3 complex (GO),YOL004W,SIN3
Sin3 complex (GO),YNL309W,STB1
Sin3 complex (GO),YMR053C,STB2
chromatin assembly complex (GO),YOL012C,HTZ1
chromatin assembly complex (GO),YJL115W,ASF1
chromatin assembly complex (GO),YER030W,CHZ1
Chz1p/Htz1p/Htb1p complex,YOL012C,HTZ1
Chz1p/Htz1p/Htb1p complex,YER030W,CHZ1
Chz1p/Htz1p/Htb1p complex,YDR224C,HTB1
Ulp1 nuclear pore complex,YPL020C,ULP1
Ulp1 nuclear pore complex,YLR347C,KAP95
Ulp1 nuclear pore complex,YMR308C,PSE1
ubiquitin conjugating enzyme complex,YDR092W,UBC13
ubiquitin conjugating enzyme complex,YMR140W,SIP5
ubiquitin conjugating enzyme complex,YGL087C,MMS2
tubulin complex,YML124C,TUB3
tubulin complex,YML085C,TUB1
tubulin complex,YFL037W,TUB2
Sum1p/Rfm1p/Hst1p complex,YOL068C,HST1
Sum1p/Rfm1p/Hst1p complex,YOR279C,RFM1
Sum1p/Rfm1p/Hst1p complex,YDR310C,SUM1
Rix1p complex,YNL182C,IPI3
Rix1p complex,YHR085W,IPI1
Rix1p complex,YHR197W,RIX1
RES complex,YIR005W,IST3
RES complex,YLR016C,PML1
RES complex,YGL174W,BUD13
rad5-rad6-rad18,YGL058W,RAD6
rad5-rad6-rad18,YLR032W,RAD5
rad5-rad6-rad18,YCR066W,RAD18
Pba1-Pba2 complex,YLR199C,PBA1
Pba1-Pba2 complex,YKL206C,ADD66
Pba1-Pba2 complex,YBR173C,UMP1
nascent polypeptide-associated complex,YDR252W,BTT1
nascent polypeptide-associated complex,YPL037C,EGD1
nascent polypeptide-associated complex,YHR193C,EGD2
mms22-rtt101-mms1,YJL047C,RTT101
mms22-rtt101-mms1,YPR164W,MMS1
mms22-rtt101-mms1,YLR320W,MMS22
CAF-1 complex,YBR195C,MSI1
CAF-1 complex,YPR018W,RLF2
CAF-1 complex,YML102W,CAC2
putative Yor251c-Rev1 complex,YOR346W,REV1
putative Yor251c-Rev1 complex,YOR251C,TUM1
Polzeta-Rev1p complex,YOR346W,REV1
Polzeta-Rev1p complex,YPL167C,REV3
Polzeta-Rev1p complex,YIL139C,REV7
putative Ykl088w-Ppz1 complex,YKL088W,CAB3
putative Ykl088w-Ppz1 complex,YML016C,PPZ1
Sis2-Ykl088w-Vhs3 complex,YKL088W,CAB3
Sis2-Ykl088w-Vhs3 complex,YOR054C,VHS3
Sis2-Ykl088w-Vhs3 complex,YKR072C,SIS2
putative Sas5-Wtm2 complex,YOR213C,SAS5
putative Sas5-Wtm2 complex,YOR229W,WTM2
SAS Complex,YOR213C,SAS5
SAS Complex,YMR127C,SAS2
SAS Complex,YDR181C,SAS4
Tap42p/Pph21p/Rrd2p complex,YPL152W,RRD2
Tap42p/Pph21p/Rrd2p complex,YMR028W,TAP42
Tap42p/Pph21p/Rrd2p complex,YDL134C,PPH21
putative Psy2-Rrd1 complex,YNL201C,PSY2
putative Psy2-Rrd1 complex,YIL153W,RRD1
Tap42p/Sit4p/Rrd1p complex,YDL047W,SIT4
Tap42p/Sit4p/Rrd1p complex,YMR028W,TAP42
Tap42p/Sit4p/Rrd1p complex,YIL153W,RRD1
putative Nup170-Nup53-Hms1 complex,YMR153W,NUP53
putative Nup170-Nup53-Hms1 complex,YBL079W,NUP170
putative Nup170-Nup53-Hms1 complex,YOR032C,HMS1
putative Las17-Sla1-Vrp1 complex,YBL007C,SLA1
putative Las17-Sla1-Vrp1 complex,YOR181W,LAS17
putative Las17-Sla1-Vrp1 complex,YLR337C,VRP1
"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex",YBL007C,SLA1
"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex",YNL084C,END3
"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex",YIR006C,PAN1
putative Ipp1-Ack1-Rom2 complex,YLR371W,ROM2
putative Ipp1-Ack1-Rom2 complex,YDL203C,ACK1
putative Ipp1-Ack1-Rom2 complex,YBR011C,IPP1
putative Ipp1-Tus1-Ypl066w complex,YBR011C,IPP1
putative Ipp1-Tus1-Ypl066w complex,YPL066W,RGL1
putative Ipp1-Tus1-Ypl066w complex,YLR425W,TUS1
Ric1-Rgp1-Ypt6,YLR262C,YPT6
Ric1-Rgp1-Ypt6,YLR039C,RIC1
Ric1-Rgp1-Ypt6,YDR137W,RGP1
putative Gdi1-Ypt6-Ypt1 complex,YLR262C,YPT6
putative Gdi1-Ypt6-Ypt1 complex,YFL038C,YPT1
putative Gdi1-Ypt6-Ypt1 complex,YER136W,GDI1
putative Ypt1-Dss4 complex,YFL038C,YPT1
putative Ypt1-Dss4 complex,YPR017C,DSS4
putative Faa4-Ygl082w complex,YMR246W,FAA4
putative Faa4-Ygl082w complex,YGL082W,0
Fatty Acid Import Complex,YMR246W,FAA4
Fatty Acid Import Complex,YOR317W,FAA1
Fatty Acid Import Complex,YBR041W,FAT1
putative Erv46-Erv41-Ero1 complex,YAL042W,ERV46
putative Erv46-Erv41-Ero1 complex,YML130C,ERO1
putative Erv46-Erv41-Ero1 complex,YML067C,ERV41
putative Ats1-Kti11 complex,YBL071W-A,KTI11
putative Ats1-Kti11 complex,YAL020C,ATS1
Dph1-Dph2-Dph3 complex,YKL191W,DPH2
Dph1-Dph2-Dph3 complex,YIL103W,DPH1
Dph1-Dph2-Dph3 complex,YBL071W-A,KTI11
SNARE complex (GO),YGR009C,SEC9
SNARE complex (GO),YPL232W,SSO1
SNARE complex (GO),YAL030W,SNC1
Sro1p/Sec4p/Sec9p complex,YGR009C,SEC9
Sro1p/Sec4p/Sec9p complex,YPR032W,SRO7
Sro1p/Sec4p/Sec9p complex,YFL005W,SEC4
small nuclear ribonucleoprotein complex (GO),YPR137W,RRP9
small nuclear ribonucleoprotein complex (GO),YER127W,LCP5
small nuclear ribonucleoprotein complex (GO),YPR057W,BRR1
nucleotide-excision repair factor 1 complex,YMR201C,RAD14
nucleotide-excision repair factor 1 complex,YPL022W,RAD1
nucleotide-excision repair factor 1 complex,YML095C,RAD10
nucleotide-excision repair factor 1 complex,YAL027W,SAW1
myosin V complex (GO),YOR326W,MYO2
myosin V complex (GO),YAL029C,MYO4
She2-She3-Myo4 complex,YAL029C,MYO4
She2-She3-Myo4 complex,YKL130C,SHE2
She2-She3-Myo4 complex,YBR130C,SHE3
mRNA cap complex (GO),YJL124C,LSM1
mRNA cap complex (GO),YOR276W,CAF20
mRNA cap complex (GO),YKL204W,EAP1
Cdc28p/Cln3p complex,YBR160W,CDC28
Cdc28p/Cln3p complex,YAL040C,CLN3
Cdc28p/Clb6p complex,YBR160W,CDC28
Cdc28p/Clb6p complex,YGR109C,CLB6
Cdc28p/Clb5p complex,YBR160W,CDC28
Cdc28p/Clb5p complex,YPR120C,CLB5
Cdc28p/Clb1p complex,YBR160W,CDC28
Cdc28p/Clb1p complex,YGR108W,CLB1
Cdc28p/Clb2p complex,YBR160W,CDC28
Cdc28p/Clb2p complex,YPR119W,CLB2
Sds22p/Glc7p complex,YER133W,GLC7
Sds22p/Glc7p complex,YKL193C,SDS22
Bni4p/Glc7p complex,YER133W,GLC7
Bni4p/Glc7p complex,YNL233W,BNI4
Bud14p/Glc7p complex,YER133W,GLC7
Bud14p/Glc7p complex,YAR014C,BUD14
Sit4-Sap155 complex,YDL047W,SIT4
Sit4-Sap155 complex,YFR040W,SAP155
Sit4-Sap190 complex,YDL047W,SIT4
Sit4-Sap190 complex,YKR028W,SAP190
Rad23-Png1 complex,YEL037C,RAD23
Rad23-Png1 complex,YPL096W,PNG1
eIF1/eIF1A/40S complex,YNL244C,SUI1
eIF1/eIF1A/40S complex,YMR260C,TIF11
Asf1-Rad53 complex,YJL115W,ASF1
Asf1-Rad53 complex,YPL153C,RAD53
putative Ssl2-Yor352w complex,YIL143C,SSL2
putative Ssl2-Yor352w complex,YOR352W,TFB6
putative Hsp42-Gln1 complex,YDR171W,HSP42
putative Hsp42-Gln1 complex,YPR035W,GLN1
putative Hsp42-Sis1 complex,YDR171W,HSP42
putative Hsp42-Sis1 complex,YNL007C,SIS1
putative Grh1-Fmp38 complex,YDR517W,GRH1
putative Grh1-Fmp38 complex,YOR205C,GEP3
Grh1-Bug1 complex,YDR517W,GRH1
Grh1-Bug1 complex,YDL099W,BUG1
putative Fun19-Kap123 complex,YER110C,KAP123
putative Fun19-Kap123 complex,YAL034C,FUN19
putative Kap123-Ypr174c complex,YER110C,KAP123
putative Kap123-Ypr174c complex,YPR174C,0
putative Ela1-Tys1 complex,YNL230C,ELA1
putative Ela1-Tys1 complex,YGR185C,TYS1
putative Boi2-Cdc24 complex,YAL041W,CDC24
putative Boi2-Cdc24 complex,YER114C,BOI2
MutLalpha complex,YMR167W,MLH1
MutLalpha complex,YNL082W,PMS1
MutLbeta complex (GO),YMR167W,MLH1
MutLbeta complex (GO),YPL164C,MLH3
Mlh2-Mlh1 heterodimer,YMR167W,MLH1
Mlh2-Mlh1 heterodimer,YLR035C,MLH2
Ume6p/Ime1p complex,YDR207C,UME6
Ume6p/Ime1p complex,YJR094C,IME1
Trm112-Trm11 complex,YNR046W,TRM112
Trm112-Trm11 complex,YOL124C,TRM11
Trm9-Trm112 complex,YNR046W,TRM112
Trm9-Trm112 complex,YML014W,TRM9
Rtt109-Vps75 complex,YLL002W,RTT109
Rtt109-Vps75 complex,YNL246W,VPS75
rtt109-asf1,YJL115W,ASF1
rtt109-asf1,YLL002W,RTT109
putatie Saf1-Aah1 complex,YBR280C,SAF1
putatie Saf1-Aah1 complex,YNL141W,AAH1
MutSalpha complex,YOL090W,MSH2
MutSalpha complex,YDR097C,MSH6
MutSBeta complex,YOL090W,MSH2
MutSBeta complex,YCR092C,MSH3
MBF transcription complex,YLR182W,SWI6
MBF transcription complex,YDL056W,MBP1
SBF transcription complex,YLR182W,SWI6
SBF transcription complex,YER111C,SWI4
GAL3p/GAL80p complex,YML051W,GAL80
GAL3p/GAL80p complex,YDR009W,GAL3
GAL4p/GAL80p complex,YML051W,GAL80
GAL4p/GAL80p complex,YPL248C,GAL4
ER V-ATPase assembly complex,YKL119C,VPH2
ER V-ATPase assembly complex,YHR060W,VMA22
Dpb11p/Sld2p complex,YJL090C,DPB11
Dpb11p/Sld2p complex,YKL108W,SLD2
Csh1p/Csg2p complex,YBR036C,CSG2
Csh1p/Csg2p complex,YBR161W,CSH1
Sur1p/Csg2p complex,YBR036C,CSG2
Sur1p/Csg2p complex,YPL057C,SUR1
Cdc42p/Ste20p complex,YLR229C,CDC42
Cdc42p/Ste20p complex,YHL007C,STE20
CAAX-protein geranylgeranyltransferase complex,YKL019W,RAM2
CAAX-protein geranylgeranyltransferase complex,YGL155W,CDC43
protein farnesyltransferase complex,YKL019W,RAM2
protein farnesyltransferase complex,YDL090C,RAM1
Aurora B-INCENP protein kinase complex,YBR156C,SLI15
Aurora B-INCENP protein kinase complex,YPL209C,IPL1
Sli15p/Bir1p complex,YBR156C,SLI15
Sli15p/Bir1p complex,YJR089W,BIR1
putative Ygr283c-Idp3 complex,YGR283C,0
putative Ygr283c-Idp3 complex,YNL009W,IDP3
putative Ygr283c-Ymr310c complex,YGR283C,0
putative Ygr283c-Ymr310c complex,YMR310C,0
putative Vac8-Nce102 complex,YPR149W,NCE102
putative Vac8-Nce102 complex,YEL013W,VAC8
putative Ubc4-Ufd4 complex,YKL010C,UFD4
putative Ubc4-Ufd4 complex,YBR082C,UBC4
putative Trm7-Rtt10 complex,YBR061C,TRM7
putative Trm7-Rtt10 complex,YPL183C,RTT10
putative Trm7-Ymr259c complex,YBR061C,TRM7
putative Trm7-Ymr259c complex,YMR259C,TRM732
putative Trm3-Fas1 complex,YKL182W,FAS1
putative Trm3-Fas1 complex,YDL112W,TRM3
fatty acid synthase complex,YKL182W,FAS1
fatty acid synthase complex,YPL231W,FAS2
putative Slx5-Swa2 complex,YDL013W,SLX5
putative Slx5-Swa2 complex,YDR320C,SWA2
putative Slu7-Prp18 complex,YGR006W,PRP18
putative Slu7-Prp18 complex,YDR088C,SLU7
putative Sah1-Caf16 complex,YFL028C,CAF16
putative Sah1-Caf16 complex,YER043C,SAH1
putative Rim1-Rad52 complex,YML032C,RAD52
putative Rim1-Rad52 complex,YCR028C-A,RIM1
putative Pol4-Rpn5 complex,YDL147W,RPN5
putative Pol4-Rpn5 complex,YCR014C,POL4
putative Paa1-Ptc2 complex,YDR071C,PAA1
putative Paa1-Ptc2 complex,YER089C,PTC2
putative Ptc3-Paa1 complex,YDR071C,PAA1
putative Ptc3-Paa1 complex,YBL056W,PTC3
putative Osh2-Swh1 complex,YAR042W,SWH1
putative Osh2-Swh1 complex,YDL019C,OSH2
putative Nvj1-Tos4 complex,YHR195W,NVJ1
putative Nvj1-Tos4 complex,YLR183C,TOS4
Swh1p/Nvj1p complex,YHR195W,NVJ1
Swh1p/Nvj1p complex,YAR042W,SWH1
putative Mob1-Dbf20 complex,YIL106W,MOB1
putative Mob1-Dbf20 complex,YPR111W,DBF20
Mob1p/Dbf2p complex,YIL106W,MOB1
Mob1p/Dbf2p complex,YGR092W,DBF2
putative Met13-Met12 isozyme complex,YGL125W,MET13
putative Met13-Met12 isozyme complex,YPL023C,MET12
putative Met13-Yml082w complex,YGL125W,MET13
putative Met13-Yml082w complex,YML082W,0
putative Mba1-Ste50 complex,YCL032W,STE50
putative Mba1-Ste50 complex,YBR185C,MBA1
Ste11-Ste50 complex,YLR362W,STE11
Ste11-Ste50 complex,YCL032W,STE50
putative Flc2-Pdr5 complex,YAL053W,FLC2
putative Flc2-Pdr5 complex,YOR153W,PDR5
putative Flc2-Tcb3 complex,YAL053W,FLC2
putative Flc2-Tcb3 complex,YML072C,TCB3
putative Ddi1-Pmt4 complex,YER143W,DDI1
putative Ddi1-Pmt4 complex,YJR143C,PMT4
putative Cul3-Yil001w complex,YGR003W,CUL3
putative Cul3-Yil001w complex,YIL001W,0
putative Cin8-Zwf1 complex,YEL061C,CIN8
putative Cin8-Zwf1 complex,YNL241C,ZWF1
putative Cdc47-Erg26 complex,YBR202W,MCM7
putative Cdc47-Erg26 complex,YGL001C,ERG26
putative Bud6-Yor304c-a complex,YLR319C,BUD6
putative Bud6-Yor304c-a complex,YOR304C-A,BIL1
synaptonemal complex (GO),YGL249W,ZIP2
synaptonemal complex (GO),YNL088W,TOP2
phosphopyruvate hydratase complex (GO),YHR174W,ENO2
phosphopyruvate hydratase complex (GO),YGR254W,ENO1
putative Pck1-Eno1 complex,YGR254W,ENO1
putative Pck1-Eno1 complex,YBL105C,PKC1
heterogeneous nuclear ribonucleoprotein complex (GO),YNL004W,HRB1
heterogeneous nuclear ribonucleoprotein complex (GO),YNL016W,PUB1
Noc1p-Noc2p complex (GO),YOR206W,NOC2
Noc1p-Noc2p complex (GO),YDR060W,MAK21
6-phosphofructokinase complex (GO),YMR205C,PFK2
6-phosphofructokinase complex (GO),YGR240C,PFK1
acetolactate synthase complex (GO),YMR108W,ILV2
acetolactate synthase complex (GO),YCL009C,ILV6
calcineurin complex (GO),YML057W,CMP2
calcineurin complex (GO),YLR433C,CNA1
calcineurin complex (GO),YKL190W,CNB1
calcineurin complex (GO),YKL159C,RCN1
cohesin loading complex (GO),YER147C,SCC4
cohesin loading complex (GO),YDR180W,SCC2
DNA ligase IV complex (GO),YOR005C,DNL4
DNA ligase IV complex (GO),YLR265C,NEJ1
DNA ligase IV complex (GO),YGL090W,LIF1
dynactin complex (GO),YPL174C,NIP100
dynactin complex (GO),YMR294W,JNM1
dynactin complex (GO),YHR129C,ARP1
dynactin complex (GO),YDR106W,ARP10
glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex (GO),YPL175W,SPT14
glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex (GO),YPL096C-A,ERI1
glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex (GO),YPL076W,GPI2
glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex (GO),YNL038W,GPI15
glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex (GO),YGR216C,GPI1
glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex (GO),YDR437W,GPI19
high affinity iron permease complex (GO),YMR058W,FET3
high affinity iron permease complex (GO),YER145C,FTR1
Holliday junction resolvase complex (GO),YDR386W,MUS81
Holliday junction resolvase complex (GO),YBR098W,MMS4
mannosyltransferase complex (GO),YNL158W,PGA1
mannosyltransferase complex (GO),YBR004C,GPI18
mitochondrial inner membrane peptidase complex (GO),YMR150C,IMP1
mitochondrial inner membrane peptidase complex (GO),YMR035W,IMP2
mitochondrial inner membrane peptidase complex (GO),YEL059C-A,SOM1
mitochondrial inner membrane protein insertion complex (GO),YOR297C,TIM18
mitochondrial inner membrane protein insertion complex (GO),YJL054W,TIM54
mitochondrial inner membrane protein insertion complex (GO),YDL217C,TIM22
mitochondrial inner membrane protein insertion complex (GO),YBR091C,TIM12
mitochondrial intermembrane space protein transporter complex (GO),YJR135W-A,TIM8
mitochondrial intermembrane space protein transporter complex (GO),YHR005C-A,TIM10
mitochondrial intermembrane space protein transporter complex (GO),YGR181W,TIM13
mitochondrial intermembrane space protein transporter complex (GO),YEL020W-A,TIM9
mitochondrial respiratory chain complex II (GO),YLL041C,SDH2
mitochondrial respiratory chain complex II (GO),YKL148C,SDH1
mitochondrial respiratory chain complex II (GO),YKL141W,SDH3
mitochondrial respiratory chain complex II (GO),YDR178W,SDH4
Mre11 complex (GO),YNL250W,RAD50
Mre11 complex (GO),YMR224C,MRE11
Mre11 complex (GO),YDR369C,XRS2
oligosaccharyl transferase complex (GO),YOR103C,OST2
oligosaccharyl transferase complex (GO),YOR085W,OST3
oligosaccharyl transferase complex (GO),YMR149W,SWP1
oligosaccharyl transferase complex (GO),YML019W,OST6
oligosaccharyl transferase complex (GO),YJL002C,OST1
oligosaccharyl transferase complex (GO),YGL226C-A,OST5
oligosaccharyl transferase complex (GO),YGL022W,STT3
oligosaccharyl transferase complex (GO),YEL002C,WBP1
oligosaccharyl transferase complex (GO),YDL232W,OST4
palmitoyltransferase complex (GO),YOL110W,SHR5
palmitoyltransferase complex (GO),YLR246W,ERF2
preribosome (GO),YOR056C,NOB1
preribosome (GO),YDL166C,FAP7
RecQ helicase-Topo III complex (GO),YPL024W,RMI1
RecQ helicase-Topo III complex (GO),YMR190C,SGS1
RecQ helicase-Topo III complex (GO),YLR234W,TOP3
ribonuclease H2 complex (GO),YNL072W,RNH201
ribonuclease H2 complex (GO),YLR154C,RNH203
ribonuclease H2 complex (GO),YDR279W,RNH202
ribonucleoprotein complex (GO),YOR198C,BFR1
ribonucleoprotein complex (GO),YKR095W,MLP1
ribonucleoprotein complex (GO),YIL149C,MLP2
signal peptidase complex (GO),YML055W,SPC2
signal peptidase complex (GO),YLR066W,SPC3
signal peptidase complex (GO),YJR010C-A,SPC1
signal peptidase complex (GO),YIR022W,SEC11
Slx1-Slx4 complex (GO),YLR135W,SLX4
Slx1-Slx4 complex (GO),YBR228W,SLX1
sulfite reductase complex (NADPH) (GO),YJR137C,MET5
sulfite reductase complex (NADPH) (GO),YFR030W,MET10
translocon complex (GO),YLR378C,SEC61
translocon complex (GO),YER087C-B,SBH1
translocon complex (GO),YER019C-A,SBH2
translocon complex (GO),YDR086C,SSS1
translocon complex (GO),YBR283C,SSH1
tRNA-intron endonuclease complex (GO),YPL083C,SEN54
tRNA-intron endonuclease complex (GO),YMR059W,SEN15
tRNA-intron endonuclease complex (GO),YLR105C,SEN2
tRNA-intron endonuclease complex (GO),YAR008W,SEN34
UDP-N-acetylglucosamine transferase complex (GO),YGL047W,ALG13
UDP-N-acetylglucosamine transferase complex (GO),YBR070C,ALG14
vacuolar transporter chaperone complex (GO),YPL019C,VTC3
vacuolar transporter chaperone complex (GO),YJL012C,VTC4
vacuolar transporter chaperone complex (GO),YFL004W,VTC2
vacuolar transporter chaperone complex (GO),YER072W,VTC1
putative Ade16-Ade17-Sol2 complex,YMR120C,ADE17
putative Ade16-Ade17-Sol2 complex,YLR028C,ADE16
putative Ade16-Ade17-Sol2 complex,YCR073W-A,SOL2
putative Aro3-Bcs1 complex,YDR375C,BCS1
putative Aro3-Bcs1 complex,YDR035W,ARO3
putative Asn1-Asn2 isozyme complex,YPR145W,ASN1
putative Asn1-Asn2 isozyme complex,YGR124W,ASN2
putative Atg18-Atg2 complex,YNL242W,ATG2
putative Atg18-Atg2 complex,YFR021W,ATG18
putative Bat1-Bat2 complex,YJR148W,BAT2
putative Bat1-Bat2 complex,YHR208W,BAT1
putative Bdh1-Bdh2 complex,YAL061W,BDH2
putative Bdh1-Bdh2 complex,YAL060W,BDH1
putative Bre1-Lge1 complex,YPL055C,LGE1
putative Bre1-Lge1 complex,YDL074C,BRE1
putative Cdc19-Pyk2 isozyme complex,YOR347C,PYK2
putative Cdc19-Pyk2 isozyme complex,YAL038W,CDC19
putative Cia1-Yhr122w-Met18-Nar1 complex,YNL240C,NAR1
putative Cia1-Yhr122w-Met18-Nar1 complex,YIL128W,MET18
putative Cia1-Yhr122w-Met18-Nar1 complex,YHR122W,CIA2
putative Cia1-Yhr122w-Met18-Nar1 complex,YDR267C,CIA1
putative Cox20-Chs1 complex,YNL192W,CHS1
putative Cox20-Chs1 complex,YDR231C,COX20
putative Cyc3-Yat1 complex,YAR035W,YAT1
putative Cyc3-Yat1 complex,YAL039C,CYC3
putative Dhr2-Ubp10 complex,YNL186W,UBP10
putative Dhr2-Ubp10 complex,YKL078W,DHR2
putative Dre2-Tah18 complex,YPR048W,TAH18
putative Dre2-Tah18 complex,YKR071C,DRE2
putative Drn1-Dbr1 complex,YKL149C,DBR1
putative Drn1-Dbr1 complex,YGR093W,DRN1
putative Ecm30-Ubp15 complex,YMR304W,UBP15
putative Ecm30-Ubp15 complex,YLR436C,ECM30
putative Ede1-Syp1 complex,YCR030C,SYP1
putative Ede1-Syp1 complex,YBL047C,EDE1
putative Efg1-Bud22 complex,YMR014W,BUD22
putative Efg1-Bud22 complex,YGR271C-A,EFG1
putative Eft1-Eft2 complex,YOR133W,EFT1
putative Eft1-Eft2 complex,YDR385W,EFT2
putative Erg7-Erg27 complex,YLR100W,ERG27
putative Erg7-Erg27 complex,YHR072W,ERG7
putative Fap1-Fpr1-Yil161w complex,YNL135C,FPR1
putative Fap1-Fpr1-Yil161w complex,YNL023C,FAP1
putative Fap1-Fpr1-Yil161w complex,YIL161W,0
putative Fbp26-Ylr345w complex,YLR345W,0
putative Fbp26-Ylr345w complex,YJL155C,FBP26
putative Fmc1-Atp12 complex,YJL180C,ATP12
putative Fmc1-Atp12 complex,YIL098C,FMC1
putative Fpr3-Ssb2 complex,YNL209W,SSB2
putative Fpr3-Ssb2 complex,YML074C,FPR3
putative Gdh1-Gdh3 isozyme complex,YOR375C,GDH1
putative Gdh1-Gdh3 isozyme complex,YAL062W,GDH3
putative Gir2-Rbg2 complex,YGR173W,RBG2
putative Gir2-Rbg2 complex,YDR152W,GIR2
putative Glt1-Ylr257w complex,YLR257W,0
putative Glt1-Ylr257w complex,YDL171C,GLT1
putative Gsy1-Gsy2 complex,YLR258W,GSY2
putative Gsy1-Gsy2 complex,YFR015C,GSY1
putative Hca4-Esf1-Esf2 complex,YNR054C,ESF2
putative Hca4-Esf1-Esf2 complex,YJL033W,HCA4
putative Hca4-Esf1-Esf2 complex,YDR365C,ESF1
putative Heh2-Erg24 complex,YNL280C,ERG24
putative Heh2-Erg24 complex,YDR458C,HEH2
putative Hmg1-Hmg2 isozyme complex,YML075C,HMG1
putative Hmg1-Hmg2 isozyme complex,YLR450W,HMG2
putative Hmt1-Scd6-Psp2 complex,YPR129W,SCD6
putative Hmt1-Scd6-Psp2 complex,YML017W,PSP2
putative Hmt1-Scd6-Psp2 complex,YBR034C,HMT1
putative Kex2-Sil1 complex,YOL031C,SIL1
putative Kex2-Sil1 complex,YNL238W,KEX2
putative Leu4-Leu9 isozyme complex,YOR108W,LEU9
putative Leu4-Leu9 isozyme complex,YNL104C,LEU4
putative Lsg1-Nmd3-Rei1 complex,YHR170W,NMD3
putative Lsg1-Nmd3-Rei1 complex,YGL099W,LSG1
putative Lsg1-Nmd3-Rei1 complex,YBR267W,REI1
putative Lys20-Lys21 isozyme complex,YDL182W,LYS20
putative Lys20-Lys21 isozyme complex,YDL131W,LYS21
putative Map1-Ybr030w complex,YLR244C,MAP1
putative Map1-Ybr030w complex,YBR030W,RKM3
putative Mnl1-Pdi1 complex,YHR204W,MNL1
putative Mnl1-Pdi1 complex,YCL043C,PDI1
putative Nfs1-Isd11 complex,YER048W-A,ISD11
putative Nfs1-Isd11 complex,YCL017C,NFS1
putative Nma2-Nma1 complex,YLR328W,NMA1
putative Nma2-Nma1 complex,YGR010W,NMA2
putative Nnf2-Yel043w complex,YGR089W,NNF2
putative Nnf2-Yel043w complex,YEL043W,0
putative Nqm1-Tal1 complex,YLR354C,TAL1
putative Nqm1-Tal1 complex,YGR043C,NQM1
putative Nth1-Bmh1-Bmh2 complex,YER177W,BMH1
putative Nth1-Bmh1-Bmh2 complex,YDR099W,BMH2
putative Nth1-Bmh1-Bmh2 complex,YDR001C,NTH1
putative Nuc1-Trz1-Ymr099c complex,YMR099C,0
putative Nuc1-Trz1-Ymr099c complex,YKR079C,TRZ1
putative Nuc1-Trz1-Ymr099c complex,YJL208C,NUC1
